order_id,item_name,item_id,item_cat,item_size
242,Tramisu,It023,Bakery,
242,Cookie,It017,Bakery,
242,Mocha,It006,Drinks,Medium
242,Iced Tea,It011,Drinks,Medium
243,Caramel Macchiato,It004,Drinks,Medium
243,Croissant,It015,Bakery,
243,Herbal Tea,It020,Drinks,
244,Iced Americano,It009,Drinks,Medium
244,Donut,It024,Bakery,
244,Flat White,It003,Drinks,
245,Sandwich Salami&Mozzarella,It013,Bakery,
245,Latte,It002,Drinks,Medium
245,Hot Chocolate,It008,Drinks,Medium
245,Cappuccino,It001,Drinks,Medium
246,Latte,It002,Drinks,Medium
246,Toast,It014,Bakery,
247,White Mocha,It007,Drinks,Medium
247,Cappuccino,It001,Drinks,Medium
248,White Mocha,It007,Drinks,Medium
248,Carrot Cake,It026,Bakery,
248,Iced Tea,It011,Drinks,Medium
249,Caramel Macchiato,It004,Drinks,Medium
249,Flat White,It003,Drinks,
249,Brownie,It016,Bakery,
250,Iced Americano,It009,Drinks,Medium
250,Herbal Tea,It020,Drinks,
250,Carrot Cake,It026,Bakery,
251,Tea,It019,Drinks,
251,Sandwich Salami&Mozzarella,It013,Bakery,
252,Apple Pie,It025,Bakery,
252,Flat White,It003,Drinks,
252,Brownie,It016,Bakery,
252,Tea,It019,Drinks,
253,Caramel Macchiato,It004,Drinks,Medium
253,Carrot Cake,It026,Bakery,
253,Croissant,It015,Bakery,
254,Cappuccino,It001,Drinks,Medium
254,Latte,It002,Drinks,Medium
254,Apple Pie,It025,Bakery,
254,Tramisu,It023,Bakery,
255,Mocha,It006,Drinks,Medium
255,Herbal Tea,It020,Drinks,
255,White Mocha,It007,Drinks,Medium
256,Iced Latte,It010,Drinks,Medium
256,Hot Chocolate,It008,Drinks,Medium
256,Apple Pie,It025,Bakery,
256,Iced Tea,It011,Drinks,Medium
257,Lemonade,It012,Drinks,Medium
257,Latte,It002,Drinks,Medium
257,Croissant,It015,Bakery,
258,Iced Tea,It011,Drinks,Medium
258,Hot Chocolate,It008,Drinks,Medium
258,Cheesecake,It018,Bakery,
258,Iced Americano,It009,Drinks,Medium
259,Tramisu,It023,Bakery,
259,Donut,It024,Bakery,
260,Flat White,It003,Drinks,
260,Cappuccino,It001,Drinks,Medium
260,Cookie,It017,Bakery,
261,White Mocha,It007,Drinks,Medium
261,Mocha,It006,Drinks,Medium
262,Caramel Macchiato,It004,Drinks,Medium
262,Tea,It019,Drinks,
263,Americano,It022,Drinks,Medium
263,Mocha,It006,Drinks,Medium
263,Tramisu,It023,Bakery,
264,Lemonade,It012,Drinks,Medium
264,Caramel Macchiato,It004,Drinks,Medium
264,Cappuccino,It001,Drinks,Medium
264,Flat White,It003,Drinks,
265,Iced Tea,It011,Drinks,Medium
265,Iced Latte,It010,Drinks,Medium
265,Tramisu,It023,Bakery,
266,Cookie,It017,Bakery,
266,Tea,It019,Drinks,
267,Croissant,It015,Bakery,
267,Iced Mocha,It021,Drinks,Medium
267,Hot Chocolate,It008,Drinks,Medium
267,Cappuccino,It001,Drinks,Medium
268,Latte,It002,Drinks,Medium
268,Hot Chocolate,It008,Drinks,Medium
269,Herbal Tea,It020,Drinks,
269,Donut,It024,Bakery,
269,Cappuccino,It001,Drinks,Medium
269,Iced Mocha,It021,Drinks,Medium
270,Tea,It019,Drinks,
270,Mocha,It006,Drinks,Medium
270,Hot Chocolate,It008,Drinks,Medium
270,Toast,It014,Bakery,
271,Hot Chocolate,It008,Drinks,Medium
271,Americano,It022,Drinks,Medium
272,Croissant,It015,Bakery,
272,Sandwich Salami&Mozzarella,It013,Bakery,
273,Tramisu,It023,Bakery,
273,Iced Latte,It010,Drinks,Medium
274,Caramel Macchiato,It004,Drinks,Medium
274,Sandwich Salami&Mozzarella,It013,Bakery,
274,Espresso,It005,Drinks,
274,Iced Latte,It010,Drinks,Medium
275,White Mocha,It007,Drinks,Medium
275,Herbal Tea,It020,Drinks,
276,Tea,It019,Drinks,
276,Flat White,It003,Drinks,
277,Herbal Tea,It020,Drinks,
277,Caramel Macchiato,It004,Drinks,Medium
278,Cheesecake,It018,Bakery,
278,Iced Latte,It010,Drinks,Medium
279,Caramel Macchiato,It004,Drinks,Medium
279,Lemonade,It012,Drinks,Medium
280,Espresso,It005,Drinks,
280,Cappuccino,It001,Drinks,Medium
280,Tramisu,It023,Bakery,
281,Latte,It002,Drinks,Medium
281,Carrot Cake,It026,Bakery,
281,Espresso,It005,Drinks,
282,Tramisu,It023,Bakery,
282,Croissant,It015,Bakery,
282,Brownie,It016,Bakery,
282,White Mocha,It007,Drinks,Medium
283,Tea,It019,Drinks,
283,Lemonade,It012,Drinks,Medium
283,Hot Chocolate,It008,Drinks,Medium
283,Iced Tea,It011,Drinks,Medium
284,Mocha,It006,Drinks,Medium
284,Flat White,It003,Drinks,
284,Lemonade,It012,Drinks,Medium
284,White Mocha,It007,Drinks,Medium
285,Lemonade,It012,Drinks,Medium
285,White Mocha,It007,Drinks,Medium
286,Iced Americano,It009,Drinks,Medium
286,Donut,It024,Bakery,
286,Americano,It022,Drinks,Medium
286,Iced Mocha,It021,Drinks,Medium
287,Donut,It024,Bakery,
287,Herbal Tea,It020,Drinks,
288,Iced Tea,It011,Drinks,Medium
288,Iced Latte,It010,Drinks,Medium
288,Lemonade,It012,Drinks,Medium
288,Cookie,It017,Bakery,
289,Toast,It014,Bakery,
289,Brownie,It016,Bakery,
289,Cookie,It017,Bakery,
289,Americano,It022,Drinks,Medium
290,Americano,It022,Drinks,Medium
290,Latte,It002,Drinks,Medium
290,Sandwich Salami&Mozzarella,It013,Bakery,
291,Iced Mocha,It021,Drinks,Medium
291,Iced Tea,It011,Drinks,Medium
291,Cookie,It017,Bakery,
292,Flat White,It003,Drinks,
292,Mocha,It006,Drinks,Medium
293,Cappuccino,It001,Drinks,Medium
293,Sandwich Salami&Mozzarella,It013,Bakery,
293,Americano,It022,Drinks,Medium
293,Tea,It019,Drinks,
294,Cookie,It017,Bakery,
294,Carrot Cake,It026,Bakery,
294,Espresso,It005,Drinks,
294,Tramisu,It023,Bakery,
295,Mocha,It006,Drinks,Medium
295,Espresso,It005,Drinks,
296,Brownie,It016,Bakery,
296,Latte,It002,Drinks,Medium
296,Herbal Tea,It020,Drinks,
296,Donut,It024,Bakery,
297,Iced Mocha,It021,Drinks,Medium
297,Americano,It022,Drinks,Medium
297,Flat White,It003,Drinks,
298,Cappuccino,It001,Drinks,Medium
298,Tea,It019,Drinks,
298,White Mocha,It007,Drinks,Medium
299,Tramisu,It023,Bakery,
299,Caramel Macchiato,It004,Drinks,Medium
300,Sandwich Salami&Mozzarella,It013,Bakery,
300,Tramisu,It023,Bakery,
301,Iced Tea,It011,Drinks,Medium
301,Iced Mocha,It021,Drinks,Medium
302,Iced Mocha,It021,Drinks,Medium
302,Tramisu,It023,Bakery,
302,Donut,It024,Bakery,
303,Flat White,It003,Drinks,
303,Cappuccino,It001,Drinks,Medium
303,Tea,It019,Drinks,
303,Toast,It014,Bakery,
304,Croissant,It015,Bakery,
304,Lemonade,It012,Drinks,Medium
304,Latte,It002,Drinks,Medium
305,Brownie,It016,Bakery,
305,Lemonade,It012,Drinks,Medium
305,Hot Chocolate,It008,Drinks,Medium
305,White Mocha,It007,Drinks,Medium
306,Tea,It019,Drinks,
306,Sandwich Salami&Mozzarella,It013,Bakery,
307,Tea,It019,Drinks,
307,White Mocha,It007,Drinks,Medium
307,Caramel Macchiato,It004,Drinks,Medium
308,Cappuccino,It001,Drinks,Medium
308,Brownie,It016,Bakery,
309,Cookie,It017,Bakery,
309,Carrot Cake,It026,Bakery,
309,Croissant,It015,Bakery,
309,Hot Chocolate,It008,Drinks,Medium
310,Apple Pie,It025,Bakery,
310,Mocha,It006,Drinks,Medium
310,Espresso,It005,Drinks,
310,Cheesecake,It018,Bakery,
311,Cookie,It017,Bakery,
311,Iced Mocha,It021,Drinks,Medium
311,Tramisu,It023,Bakery,
312,Iced Latte,It010,Drinks,Medium
312,Donut,It024,Bakery,
313,Iced Tea,It011,Drinks,Medium
313,Espresso,It005,Drinks,
313,Tea,It019,Drinks,
314,Iced Latte,It010,Drinks,Medium
314,Brownie,It016,Bakery,
315,Cappuccino,It001,Drinks,Medium
315,Iced Latte,It010,Drinks,Medium
316,Iced Mocha,It021,Drinks,Medium
316,Tea,It019,Drinks,
316,Cookie,It017,Bakery,
316,Latte,It002,Drinks,Medium
317,Lemonade,It012,Drinks,Medium
317,Iced Latte,It010,Drinks,Medium
317,Sandwich Salami&Mozzarella,It013,Bakery,
317,Iced Tea,It011,Drinks,Medium
318,Tramisu,It023,Bakery,
318,Toast,It014,Bakery,
318,Donut,It024,Bakery,
319,Iced Latte,It010,Drinks,Medium
319,White Mocha,It007,Drinks,Medium
320,Iced Latte,It010,Drinks,Medium
320,Iced Mocha,It021,Drinks,Medium
320,Mocha,It006,Drinks,Medium
321,Espresso,It005,Drinks,
321,Americano,It022,Drinks,Medium
321,Sandwich Salami&Mozzarella,It013,Bakery,
322,Lemonade,It012,Drinks,Medium
322,Caramel Macchiato,It004,Drinks,Medium
322,Donut,It024,Bakery,
322,Flat White,It003,Drinks,
323,Tramisu,It023,Bakery,
323,Americano,It022,Drinks,Medium
323,Cheesecake,It018,Bakery,
323,Brownie,It016,Bakery,
324,Cappuccino,It001,Drinks,Medium
324,Herbal Tea,It020,Drinks,
324,Cheesecake,It018,Bakery,
325,Americano,It022,Drinks,Medium
325,Iced Latte,It010,Drinks,Medium
326,Iced Tea,It011,Drinks,Medium
326,Cookie,It017,Bakery,
326,Tramisu,It023,Bakery,
327,Cookie,It017,Bakery,
327,Cheesecake,It018,Bakery,
327,Herbal Tea,It020,Drinks,
327,Sandwich Salami&Mozzarella,It013,Bakery,
328,Espresso,It005,Drinks,
328,Iced Americano,It009,Drinks,Medium
328,Caramel Macchiato,It004,Drinks,Medium
329,Iced Latte,It010,Drinks,Medium
329,Mocha,It006,Drinks,Medium
330,Iced Americano,It009,Drinks,Medium
330,Cappuccino,It001,Drinks,Medium
331,Caramel Macchiato,It004,Drinks,Medium
331,Mocha,It006,Drinks,Medium
331,Americano,It022,Drinks,Medium
331,Cappuccino,It001,Drinks,Medium
332,Tea,It019,Drinks,
332,Cookie,It017,Bakery,
333,Americano,It022,Drinks,Medium
333,Iced Tea,It011,Drinks,Medium
333,Brownie,It016,Bakery,
333,Carrot Cake,It026,Bakery,
334,Caramel Macchiato,It004,Drinks,Medium
334,Tea,It019,Drinks,
334,Herbal Tea,It020,Drinks,
335,Croissant,It015,Bakery,
335,Cookie,It017,Bakery,
335,Latte,It002,Drinks,Medium
335,Brownie,It016,Bakery,
336,Brownie,It016,Bakery,
336,Cappuccino,It001,Drinks,Medium
336,Croissant,It015,Bakery,
337,Tea,It019,Drinks,
337,Iced Latte,It010,Drinks,Medium
337,Iced Americano,It009,Drinks,Medium
337,Toast,It014,Bakery,
338,Iced Latte,It010,Drinks,Medium
338,Flat White,It003,Drinks,
339,Lemonade,It012,Drinks,Medium
339,Espresso,It005,Drinks,
339,Mocha,It006,Drinks,Medium
339,Croissant,It015,Bakery,
340,Donut,It024,Bakery,
340,Latte,It002,Drinks,Medium
340,Iced Tea,It011,Drinks,Medium
340,Cheesecake,It018,Bakery,
341,Apple Pie,It025,Bakery,
341,Cookie,It017,Bakery,
341,Cappuccino,It001,Drinks,Medium
342,Americano,It022,Drinks,Medium
342,Tea,It019,Drinks,
342,Croissant,It015,Bakery,
343,White Mocha,It007,Drinks,Medium
343,Donut,It024,Bakery,
344,Carrot Cake,It026,Bakery,
344,Espresso,It005,Drinks,
345,Brownie,It016,Bakery,
345,Americano,It022,Drinks,Medium
345,Toast,It014,Bakery,
345,Mocha,It006,Drinks,Medium
346,Cookie,It017,Bakery,
346,Brownie,It016,Bakery,
346,Donut,It024,Bakery,
346,Hot Chocolate,It008,Drinks,Medium
347,Mocha,It006,Drinks,Medium
347,Cheesecake,It018,Bakery,
348,Herbal Tea,It020,Drinks,
348,Iced Americano,It009,Drinks,Medium
348,Sandwich Salami&Mozzarella,It013,Bakery,
348,Flat White,It003,Drinks,
349,Apple Pie,It025,Bakery,
349,Toast,It014,Bakery,
350,Cappuccino,It001,Drinks,Medium
350,Iced Mocha,It021,Drinks,Medium
350,Iced Latte,It010,Drinks,Medium
350,Mocha,It006,Drinks,Medium
351,Carrot Cake,It026,Bakery,
351,Iced Tea,It011,Drinks,Medium
351,Mocha,It006,Drinks,Medium
352,Herbal Tea,It020,Drinks,
352,Caramel Macchiato,It004,Drinks,Medium
352,Latte,It002,Drinks,Medium
353,Tramisu,It023,Bakery,
353,Donut,It024,Bakery,
353,Carrot Cake,It026,Bakery,
354,Hot Chocolate,It008,Drinks,Medium
354,Caramel Macchiato,It004,Drinks,Medium
355,Iced Mocha,It021,Drinks,Medium
355,Herbal Tea,It020,Drinks,
355,Cheesecake,It018,Bakery,
356,White Mocha,It007,Drinks,Medium
356,Flat White,It003,Drinks,
357,Cheesecake,It018,Bakery,
357,Toast,It014,Bakery,
357,Cappuccino,It001,Drinks,Medium
357,Flat White,It003,Drinks,
358,Hot Chocolate,It008,Drinks,Medium
358,White Mocha,It007,Drinks,Medium
358,Espresso,It005,Drinks,
358,Toast,It014,Bakery,
359,Herbal Tea,It020,Drinks,
359,White Mocha,It007,Drinks,Medium
359,Croissant,It015,Bakery,
360,Iced Americano,It009,Drinks,Medium
360,Apple Pie,It025,Bakery,
360,White Mocha,It007,Drinks,Medium
360,Lemonade,It012,Drinks,Medium
361,Americano,It022,Drinks,Medium
361,Brownie,It016,Bakery,
361,Latte,It002,Drinks,Medium
361,Toast,It014,Bakery,
362,Iced Americano,It009,Drinks,Medium
362,Espresso,It005,Drinks,
363,Americano,It022,Drinks,Medium
363,Brownie,It016,Bakery,
363,Hot Chocolate,It008,Drinks,Medium
364,Iced Latte,It010,Drinks,Medium
364,Mocha,It006,Drinks,Medium
364,Herbal Tea,It020,Drinks,
365,Mocha,It006,Drinks,Medium
365,Herbal Tea,It020,Drinks,
366,Flat White,It003,Drinks,
366,Hot Chocolate,It008,Drinks,Medium
366,Iced Mocha,It021,Drinks,Medium
367,Apple Pie,It025,Bakery,
367,Americano,It022,Drinks,Medium
367,Cheesecake,It018,Bakery,
367,Croissant,It015,Bakery,
368,Iced Latte,It010,Drinks,Medium
368,Caramel Macchiato,It004,Drinks,Medium
368,Cookie,It017,Bakery,
368,Tramisu,It023,Bakery,
369,Cookie,It017,Bakery,
369,Apple Pie,It025,Bakery,
369,Cheesecake,It018,Bakery,
370,Iced Latte,It010,Drinks,Medium
370,Brownie,It016,Bakery,
371,Americano,It022,Drinks,Medium
371,Cookie,It017,Bakery,
372,Herbal Tea,It020,Drinks,
372,Americano,It022,Drinks,Medium
372,Flat White,It003,Drinks,
372,Iced Mocha,It021,Drinks,Medium
373,Mocha,It006,Drinks,Medium
373,Carrot Cake,It026,Bakery,
373,Iced Mocha,It021,Drinks,Medium
373,Lemonade,It012,Drinks,Medium
374,Espresso,It005,Drinks,
374,Flat White,It003,Drinks,
374,Herbal Tea,It020,Drinks,
375,Tea,It019,Drinks,
375,Espresso,It005,Drinks,
375,Lemonade,It012,Drinks,Medium
376,Caramel Macchiato,It004,Drinks,Medium
376,Brownie,It016,Bakery,
376,Iced Tea,It011,Drinks,Medium
376,Croissant,It015,Bakery,
377,Iced Tea,It011,Drinks,Medium
377,Mocha,It006,Drinks,Medium
377,Cheesecake,It018,Bakery,
377,Espresso,It005,Drinks,
378,Brownie,It016,Bakery,
378,Cappuccino,It001,Drinks,Medium
378,Iced Tea,It011,Drinks,Medium
379,Iced Americano,It009,Drinks,Medium
379,Donut,It024,Bakery,
379,Apple Pie,It025,Bakery,
379,Croissant,It015,Bakery,
380,Carrot Cake,It026,Bakery,
380,Hot Chocolate,It008,Drinks,Medium
380,Iced Americano,It009,Drinks,Medium
381,Carrot Cake,It026,Bakery,
381,Caramel Macchiato,It004,Drinks,Medium
382,Tramisu,It023,Bakery,
382,Espresso,It005,Drinks,
383,Iced Mocha,It021,Drinks,Medium
383,Herbal Tea,It020,Drinks,
383,Brownie,It016,Bakery,
383,Carrot Cake,It026,Bakery,
384,Tea,It019,Drinks,
384,Cookie,It017,Bakery,
384,Flat White,It003,Drinks,
384,Carrot Cake,It026,Bakery,
385,Herbal Tea,It020,Drinks,
385,Iced Mocha,It021,Drinks,Medium
385,Mocha,It006,Drinks,Medium
386,Sandwich Salami&Mozzarella,It013,Bakery,
386,Espresso,It005,Drinks,
386,Herbal Tea,It020,Drinks,
387,Sandwich Salami&Mozzarella,It013,Bakery,
387,Espresso,It005,Drinks,
388,Espresso,It005,Drinks,
388,Donut,It024,Bakery,
388,Iced Latte,It010,Drinks,Medium
388,Iced Tea,It011,Drinks,Medium
389,Tea,It019,Drinks,
389,Carrot Cake,It026,Bakery,
390,Iced Americano,It009,Drinks,Medium
390,Latte,It002,Drinks,Medium
391,White Mocha,It007,Drinks,Medium
391,Brownie,It016,Bakery,
391,Hot Chocolate,It008,Drinks,Medium
391,Mocha,It006,Drinks,Medium
392,Croissant,It015,Bakery,
392,Iced Tea,It011,Drinks,Medium
393,Cheesecake,It018,Bakery,
393,Donut,It024,Bakery,
394,Cappuccino,It001,Drinks,Medium
394,Donut,It024,Bakery,
395,Mocha,It006,Drinks,Medium
395,Donut,It024,Bakery,
396,Iced Americano,It009,Drinks,Medium
396,Apple Pie,It025,Bakery,
396,Lemonade,It012,Drinks,Medium
396,Americano,It022,Drinks,Medium
397,Caramel Macchiato,It004,Drinks,Medium
397,Herbal Tea,It020,Drinks,
397,Mocha,It006,Drinks,Medium
397,Sandwich Salami&Mozzarella,It013,Bakery,
398,Donut,It024,Bakery,
398,White Mocha,It007,Drinks,Medium
398,Hot Chocolate,It008,Drinks,Medium
398,Flat White,It003,Drinks,
399,Iced Tea,It011,Drinks,Medium
399,Iced Americano,It009,Drinks,Medium
400,White Mocha,It007,Drinks,Medium
400,Hot Chocolate,It008,Drinks,Medium
400,Espresso,It005,Drinks,
400,Flat White,It003,Drinks,
401,Brownie,It016,Bakery,
401,Cheesecake,It018,Bakery,
401,Cappuccino,It001,Drinks,Medium
402,Espresso,It005,Drinks,
402,Cookie,It017,Bakery,
403,Iced Americano,It009,Drinks,Medium
403,Tramisu,It023,Bakery,
404,Lemonade,It012,Drinks,Medium
404,Hot Chocolate,It008,Drinks,Medium
404,Sandwich Salami&Mozzarella,It013,Bakery,
404,Apple Pie,It025,Bakery,
405,Cheesecake,It018,Bakery,
405,Apple Pie,It025,Bakery,
405,Lemonade,It012,Drinks,Medium
405,Espresso,It005,Drinks,
406,Mocha,It006,Drinks,Medium
406,Iced Americano,It009,Drinks,Medium
406,Lemonade,It012,Drinks,Medium
407,Iced Latte,It010,Drinks,Medium
407,Latte,It002,Drinks,Medium
407,Iced Mocha,It021,Drinks,Medium
407,Cookie,It017,Bakery,
408,Croissant,It015,Bakery,
408,Toast,It014,Bakery,
409,Lemonade,It012,Drinks,Medium
409,Tramisu,It023,Bakery,
410,Tramisu,It023,Bakery,
410,Iced Latte,It010,Drinks,Medium
410,Iced Mocha,It021,Drinks,Medium
411,Sandwich Salami&Mozzarella,It013,Bakery,
411,White Mocha,It007,Drinks,Medium
411,Hot Chocolate,It008,Drinks,Medium
411,Caramel Macchiato,It004,Drinks,Medium
412,Donut,It024,Bakery,
412,Latte,It002,Drinks,Medium
412,Apple Pie,It025,Bakery,
412,Croissant,It015,Bakery,
413,Caramel Macchiato,It004,Drinks,Medium
413,Tramisu,It023,Bakery,
414,Brownie,It016,Bakery,
414,White Mocha,It007,Drinks,Medium
414,Caramel Macchiato,It004,Drinks,Medium
415,Carrot Cake,It026,Bakery,
415,Hot Chocolate,It008,Drinks,Medium
415,Espresso,It005,Drinks,
416,White Mocha,It007,Drinks,Medium
416,Tea,It019,Drinks,
416,Sandwich Salami&Mozzarella,It013,Bakery,
417,Cappuccino,It001,Drinks,Medium
417,Iced Americano,It009,Drinks,Medium
418,Tramisu,It023,Bakery,
418,Herbal Tea,It020,Drinks,
418,Croissant,It015,Bakery,
418,Iced Tea,It011,Drinks,Medium
419,Caramel Macchiato,It004,Drinks,Medium
419,Lemonade,It012,Drinks,Medium
420,Iced Tea,It011,Drinks,Medium
420,Iced Americano,It009,Drinks,Medium
420,Latte,It002,Drinks,Medium
421,Espresso,It005,Drinks,
421,Sandwich Salami&Mozzarella,It013,Bakery,
421,Mocha,It006,Drinks,Medium
422,Mocha,It006,Drinks,Medium
422,Flat White,It003,Drinks,
423,Cookie,It017,Bakery,
423,Brownie,It016,Bakery,
424,Hot Chocolate,It008,Drinks,Medium
424,Latte,It002,Drinks,Medium
425,Caramel Macchiato,It004,Drinks,Medium
425,Tramisu,It023,Bakery,
425,Sandwich Salami&Mozzarella,It013,Bakery,
425,Lemonade,It012,Drinks,Medium
426,Caramel Macchiato,It004,Drinks,Medium
426,Croissant,It015,Bakery,
426,White Mocha,It007,Drinks,Medium
427,Tea,It019,Drinks,
427,Carrot Cake,It026,Bakery,
427,Hot Chocolate,It008,Drinks,Medium
428,Flat White,It003,Drinks,
428,Tramisu,It023,Bakery,
428,Brownie,It016,Bakery,
428,Iced Tea,It011,Drinks,Medium
429,Caramel Macchiato,It004,Drinks,Medium
429,Cookie,It017,Bakery,
429,Cappuccino,It001,Drinks,Medium
429,Iced Latte,It010,Drinks,Medium
430,Americano,It022,Drinks,Medium
430,White Mocha,It007,Drinks,Medium
430,Donut,It024,Bakery,
431,Iced Americano,It009,Drinks,Medium
431,Tramisu,It023,Bakery,
431,Croissant,It015,Bakery,
432,Iced Americano,It009,Drinks,Medium
432,Flat White,It003,Drinks,
432,Herbal Tea,It020,Drinks,
432,Tramisu,It023,Bakery,
433,Iced Tea,It011,Drinks,Medium
433,Brownie,It016,Bakery,
434,White Mocha,It007,Drinks,Medium
434,Sandwich Salami&Mozzarella,It013,Bakery,
434,Cookie,It017,Bakery,
434,Iced Latte,It010,Drinks,Medium
435,Apple Pie,It025,Bakery,
435,Brownie,It016,Bakery,
435,Flat White,It003,Drinks,
436,Flat White,It003,Drinks,
436,Cappuccino,It001,Drinks,Medium
436,Cookie,It017,Bakery,
437,Brownie,It016,Bakery,
437,Caramel Macchiato,It004,Drinks,Medium
437,Hot Chocolate,It008,Drinks,Medium
438,Lemonade,It012,Drinks,Medium
438,Cookie,It017,Bakery,
438,Espresso,It005,Drinks,
439,Apple Pie,It025,Bakery,
439,Americano,It022,Drinks,Medium
440,White Mocha,It007,Drinks,Medium
440,Cookie,It017,Bakery,
441,Carrot Cake,It026,Bakery,
441,White Mocha,It007,Drinks,Medium
441,Iced Mocha,It021,Drinks,Medium
441,Cappuccino,It001,Drinks,Medium
442,Tramisu,It023,Bakery,
442,Iced Mocha,It021,Drinks,Medium
443,Hot Chocolate,It008,Drinks,Medium
443,Iced Americano,It009,Drinks,Medium
444,Flat White,It003,Drinks,
444,Americano,It022,Drinks,Medium
444,Iced Latte,It010,Drinks,Medium
444,Lemonade,It012,Drinks,Medium
445,Cookie,It017,Bakery,
445,Apple Pie,It025,Bakery,
445,White Mocha,It007,Drinks,Medium
446,Flat White,It003,Drinks,
446,Mocha,It006,Drinks,Medium
446,Americano,It022,Drinks,Medium
447,Toast,It014,Bakery,
447,Tramisu,It023,Bakery,
447,Iced Americano,It009,Drinks,Medium
447,Americano,It022,Drinks,Medium
448,White Mocha,It007,Drinks,Medium
448,Croissant,It015,Bakery,
449,Apple Pie,It025,Bakery,
449,Carrot Cake,It026,Bakery,
450,Latte,It002,Drinks,Medium
450,Iced Americano,It009,Drinks,Medium
451,Lemonade,It012,Drinks,Medium
451,Croissant,It015,Bakery,
451,Iced Americano,It009,Drinks,Medium
452,Donut,It024,Bakery,
452,Cookie,It017,Bakery,
452,Caramel Macchiato,It004,Drinks,Medium
452,Iced Tea,It011,Drinks,Medium
453,Espresso,It005,Drinks,
453,Toast,It014,Bakery,
453,Apple Pie,It025,Bakery,
453,Brownie,It016,Bakery,
454,Donut,It024,Bakery,
454,Cheesecake,It018,Bakery,
454,Cappuccino,It001,Drinks,Medium
454,Iced Tea,It011,Drinks,Medium
455,Apple Pie,It025,Bakery,
455,Donut,It024,Bakery,
455,Americano,It022,Drinks,Medium
456,Caramel Macchiato,It004,Drinks,Medium
456,Flat White,It003,Drinks,
456,Cappuccino,It001,Drinks,Medium
457,Tramisu,It023,Bakery,
457,Iced Americano,It009,Drinks,Medium
457,Caramel Macchiato,It004,Drinks,Medium
458,Donut,It024,Bakery,
458,Iced Tea,It011,Drinks,Medium
458,Tramisu,It023,Bakery,
458,Toast,It014,Bakery,
459,Caramel Macchiato,It004,Drinks,Medium
459,Tea,It019,Drinks,
459,Cappuccino,It001,Drinks,Medium
460,Iced Latte,It010,Drinks,Medium
460,Latte,It002,Drinks,Medium
460,Carrot Cake,It026,Bakery,
461,Herbal Tea,It020,Drinks,
461,Flat White,It003,Drinks,
461,Brownie,It016,Bakery,
462,Iced Mocha,It021,Drinks,Medium
462,Carrot Cake,It026,Bakery,
462,Latte,It002,Drinks,Medium
462,Toast,It014,Bakery,
463,Donut,It024,Bakery,
463,Iced Tea,It011,Drinks,Medium
463,Tea,It019,Drinks,
464,Americano,It022,Drinks,Medium
464,Iced Tea,It011,Drinks,Medium
465,Iced Americano,It009,Drinks,Medium
465,Caramel Macchiato,It004,Drinks,Medium
465,White Mocha,It007,Drinks,Medium
465,Herbal Tea,It020,Drinks,
466,Americano,It022,Drinks,Medium
466,Herbal Tea,It020,Drinks,
466,Iced Americano,It009,Drinks,Medium
467,Mocha,It006,Drinks,Medium
467,Sandwich Salami&Mozzarella,It013,Bakery,
467,Carrot Cake,It026,Bakery,
467,Herbal Tea,It020,Drinks,
468,Espresso,It005,Drinks,
468,Americano,It022,Drinks,Medium
468,Lemonade,It012,Drinks,Medium
469,Tramisu,It023,Bakery,
469,Cheesecake,It018,Bakery,
470,Latte,It002,Drinks,Medium
470,Iced Americano,It009,Drinks,Medium
471,Iced Tea,It011,Drinks,Medium
471,Americano,It022,Drinks,Medium
472,Espresso,It005,Drinks,
472,Caramel Macchiato,It004,Drinks,Medium
472,Cappuccino,It001,Drinks,Medium
473,Caramel Macchiato,It004,Drinks,Medium
473,Toast,It014,Bakery,
474,Tramisu,It023,Bakery,
474,Brownie,It016,Bakery,
475,Hot Chocolate,It008,Drinks,Medium
475,Cappuccino,It001,Drinks,Medium
476,Brownie,It016,Bakery,
476,Cappuccino,It001,Drinks,Medium
476,Latte,It002,Drinks,Medium
477,Donut,It024,Bakery,
477,Tramisu,It023,Bakery,
477,Latte,It002,Drinks,Medium
477,Tea,It019,Drinks,
478,Brownie,It016,Bakery,
478,Cheesecake,It018,Bakery,
479,Iced Latte,It010,Drinks,Medium
479,Donut,It024,Bakery,
479,Flat White,It003,Drinks,
480,Iced Americano,It009,Drinks,Medium
480,Tea,It019,Drinks,
480,Hot Chocolate,It008,Drinks,Medium
481,Lemonade,It012,Drinks,Medium
481,Espresso,It005,Drinks,
481,Mocha,It006,Drinks,Medium
481,Carrot Cake,It026,Bakery,
482,Iced Tea,It011,Drinks,Medium
482,Herbal Tea,It020,Drinks,
483,Cappuccino,It001,Drinks,Medium
483,Cookie,It017,Bakery,
483,Brownie,It016,Bakery,
484,Iced Americano,It009,Drinks,Medium
484,Tea,It019,Drinks,
484,Flat White,It003,Drinks,
485,Hot Chocolate,It008,Drinks,Medium
485,Espresso,It005,Drinks,
485,Brownie,It016,Bakery,
486,Donut,It024,Bakery,
486,Cheesecake,It018,Bakery,
487,Tramisu,It023,Bakery,
487,Apple Pie,It025,Bakery,
488,Cappuccino,It001,Drinks,Medium
488,Mocha,It006,Drinks,Medium
489,Tramisu,It023,Bakery,
489,Latte,It002,Drinks,Medium
